"CardID" "R" "F" "M"
"C0101742460" 490 3 302.99
"C0101742621" 394 5 821.94
"C0101742775" 426 2 228.99
"C0101742788" 475 4 266.99
"C0101742864" 408 4 197.98
"C0101743601" 524 4 500.98
"C0101743967" 580 1 34
"C0101744060" 388 3 158.98
"C0101744528" 431 3 467.99
"C0101745014" 392 24 626.23
"C0101745544" 424 4 496.99
"C0101745627" 409 4 173.93
"C0101745718" 505 3 291.99
"C0101745959" 574 3 159.94
"C0101746122" 567 4 486
"C0101746669" 416 8 598.4
"C0101746780" 471 4 382.94
"C0101747154" 481 3 207.99
"C0101747159" 437 4 346.95
"C0101747460" 409 2 348.99
"C0101747510" 444 3 707
"C0101747698" 476 1 159
"C0101748393" 395 5 392.89
"C0101748674" 395 2 268.99
"C0101748869" 415 4 391
"C0101749324" 394 2 158
"C0101749357" 437 3 281.99
"C0101749376" 469 3 497.99
"C0101749397" 462 2 448.99
"C0101749729" 515 1 129
"C0101750217" 391 10 2347.97
"C0101750373" 396 2 158.99
"C0101750608" 397 5 604.99
"C0101750834" 405 2 368
"C0101751075" 391 16 1011.87
"C0101751082" 501 2 203
"C0101751268" 517 4 576
"C0101751584" 453 3 1067
"C0101751631" 447 3 173.98
"C0101751728" 439 4 210.96
"C0101751792" 454 4 274.98
"C0101751796" 528 4 299.48
"C0101752086" 407 5 169.97
"C0101752404" 391 2 393
"C0101752541" 470 3 1422
"C0101752895" 677 1 279
"C0101753340" 429 4 448.93
"C0101753493" 638 1 99.99
"C0101753607" 418 4 284.96
"C0101754392" 492 5 434.97
"C0101754451" 613 1 139
"C0101754583" 544 3 178.98
"C0101754673" 428 3 393.94
"C0101754807" 586 1 59
"C0101755608" 645 1 329
"C0101755868" 458 9 1244.45
"C0101755900" 392 12 205.85
"C0101755921" 400 3 237.98
"C0101756500" 395 5 631.98
"C0101756537" 428 4 261.92
"C0101756688" 424 2 368
"C0101756898" 427 30 880.24
"C0101757150" 414 28 1172.72
"C0101757388" 388 1 119
"C0101757802" 540 2 378
"C0101757807" 587 3 192.99
"C0101758204" 399 3 492
"C0101758331" 401 4 260.98
"C0101758637" 392 24 779.32
"C0101758887" 477 4 123.97
"C0101759459" 469 2 648
"C0101759579" 483 4 342.98
"C0101759888" 454 2 358.99
"C0101760035" 474 3 1557.99
"C0101760321" 391 4 696.99
"C0101760770" 741 1 89
"C0101761085" 388 3 367
"C0101761138" 410 23 1202.28
"C0101761449" 400 21 986.28
"C0101762016" 573 2 118.99
"C0101762397" 423 3 215.48
"C0101762459" 608 2 343
"C0101762601" 438 4 246.99
"C0101762619" 441 4 521
"C0101762733" 398 2 308
"C0101763315" 413 17 189.34
"C0101763402" 395 7 399.94
"C0101764305" 405 20 830.82
"C0101764514" 388 4 212.94
"C0101764601" 396 4 197.98
"C0101764606" 442 3 243.98
"C0101764690" 400 4 150.97
"C0101764844" 408 2 248.99
"C0101764927" 544 3 202.95
"C0101765108" 451 1 499
"C0101765407" 684 2 36.99
"C0101765578" 503 3 181.49
"C0101765719" 415 2 99.98
"C0101765942" 422 5 617.97
"C0101765999" 474 5 922.93
"C0101766070" 504 2 258
"C0101766187" 422 5 195.42
"C0101766473" 388 21 276.76
"C0101766628" 513 5 393.93
"C0101766766" 729 1 499
"C0101766875" 391 8 496.94
"C0101767527" 432 3 832.99
"C0101767798" 402 3 258.9
"C0101767988" 411 2 368
"C0101768272" 700 1 189
"C0101768334" 425 6 237.47
"C0101768496" 388 29 512.18
"C0101768775" 421 10 1246.43
"C0101768862" 449 16 556.37
"C0101768870" 578 3 59.97
"C0101768886" 396 3 137.99
"C0101769194" 389 2 98.99
"C0101769202" 471 3 117.98
"C0101769235" 456 3 468.98
"C0101769552" 418 3 522
"C0101769686" 442 6 370.93
"C0101769761" 442 3 224.97
"C0101770695" 444 2 368.99
"C0101771207" 473 4 221.48
"C0101772045" 401 3 717
"C0101772142" 405 4 518.93
"C0101772162" 569 4 181.99
"C0101772512" 395 2 398.99
"C0101772874" 546 4 316.48
"C0101772909" 391 5 750.99
"C0101773054" 575 21 210.8
"C0101773139" 388 24 938.82
"C0101773331" 585 2 173
"C0101855575" 515 3 252.99
"C0101855732" 437 2 458.99
"C0101855883" 636 1 119
"C0101856036" 416 4 296
"C0101856325" 577 2 88.99
"C0101856842" 509 1 119.99
"C0101857013" 539 4 352.94
"C0101857515" 514 20 939.33
"C0101857623" 489 4 407.98
"C0101857788" 482 4 333.48
"C0101858081" 601 2 158.99
"C0101858318" 475 1 149
"C0101859113" 519 4 527.9
"C0101859414" 438 5 334.99
"C0101859433" 438 5 411.94
"C0101859657" 416 1 59
"C0101859897" 443 3 512.99
"C0101860045" 452 3 386.49
"C0101860322" 406 2 318
"C0101860393" 535 6 335.96
"C0101860513" 397 6 499
"C0101860577" 579 27 502.24
"C0101860745" 403 4 297.94
"C0101860873" 413 3 312
"C0101860946" 459 6 454.98
"C0101861091" 424 3 307.95
"C0101861906" 471 1 149
"C0101862037" 443 20 369.32
"C0101862122" 617 1 49
"C0101862131" 396 4 231.44
"C0101862488" 389 15 710.37
"C0101862951" 516 4 249.93
"C0101863017" 613 2 88.95
"C0101863341" 388 5 248.96
"C0101864012" 389 3 248.94
"C0101864114" 471 2 1098
"C0101864287" 483 2 428
"C0101864650" 401 4 218.96
"C0101864806" 406 2 138
"C0101865125" 396 5 455.96
"C0101865254" 399 4 158.97
"C0101865837" 419 2 1078
"C0101866377" 452 4 187.98
"C0101866654" 579 13 687.88
"C0101866809" 405 14 944.38
"C0101867432" 393 30 1201.7
"C0101867480" 525 2 238.99
"C0101867522" 460 2 278
"C0101867629" 432 4 140.89
"C0101868050" 465 3 292
"C0101868386" 747 1 249
"C0101868598" 440 4 246.99
"C0101868665" 471 3 527
"C0101868753" 422 3 402.95
"C0101869593" 592 10 125.91
"C0101870014" 572 6 522.46
"C0101870159" 390 23 364.76
"C0101870270" 390 6 165.42
"C0101870297" 469 4 2086.99
"C0101870387" 457 2 2448
"C0101870874" 484 4 347.98
"C0101871326" 428 4 234.93
"C0101871421" 573 3 63.47
"C0101871848" 583 10 431.42
"C0101872070" 500 4 262.94
"C0101872134" 407 1 219
"C0101872191" 592 1 49
"C0101872517" 398 6 316.97
"C0101872591" 398 1 279
"C0101872664" 401 4 273.98
"C0101872815" 491 1 349
"C0101873153" 411 2 498
"C0101873322" 408 3 447.99
"C0101873870" 647 1 599
"C0101873962" 431 3 394.99
"C0101874479" 437 4 217.98
"C0101874531" 438 5 368.99
"C0101874573" 576 26 620.75
"C0101874696" 595 2 278.99
"C0101874711" 655 1 559
"C0101875190" 468 2 253
"C0101875191" 473 5 162.97
"C0101875578" 405 5 198.96
"C0101875585" 442 3 337
"C0101875800" 394 30 576.72
"C0101875881" 394 4 1306.99
"C0101876426" 529 2 948
"C0101876736" 440 2 723
"C0101876963" 449 14 281.84
"C0101877059" 510 3 448.98
"C0101877689" 393 5 230.97
"C0101877884" 450 4 161.97
"C0101877920" 440 2 398
"C0101878397" 513 5 82.95
"C0101878587" 391 2 2348
"C0101878969" 426 4 187.98
"C0101879135" 396 5 576.97
"C0101879309" 397 8 793.98
"C0101879327" 493 5 421.94
"C0101879680" 398 4 265.98
"C0101879811" 635 3 307.99
"C0101880832" 392 4 202.98
"C0101880917" 457 2 318
"C0101881046" 391 17 798.83
"C0101881664" 391 2 223
"C0101882194" 392 4 351.99
"C0101882291" 502 5 67.95
"C0101882445" 479 2 518
"C0101882882" 455 1 1.99
"C0101882966" 458 4 431.95
"C0101883149" 556 3 252.95
"C0101883674" 427 22 841.32
"C0101883680" 435 6 611.46
"C0101883832" 521 6 777.92
"C0101883857" 399 25 894.26
"C0101884550" 524 4 267.98
"C0101885423" 475 3 517
"C0101885674" 475 2 283.99
"C0101885904" 392 1 89
"C0101886410" 537 2 318.99
"C0101886732" 424 4 1656
"C0101886787" 458 2 406.99
"C0101887220" 462 5 432.97
"C0101887479" 492 2 448
"C0101888173" 527 3 677.99
"C0101888362" 429 5 805.99
"C0101888453" 416 1 139
"C0101889009" 392 16 741.85
"C0101889404" 434 3 366.99
"C0101889677" 390 1 349
"C0101889981" 401 3 182
"C0101890480" 393 3 482.99
"C0101890550" 725 1 119
"C0101890976" 388 3 328.98
"C0101891301" 475 4 267.98
"C0101891314" 398 4 297.98
"C0101891368" 544 2 189.98
"C0101891747" 390 3 1187
"C0101891825" 459 2 238
"C0101891890" 489 1 69.95
"C0101892287" 420 4 321.98
"C0101892622" 393 1 39.99
"C0101892631" 393 2 468.99
"C0101892661" 388 3 252.99
"C0101892698" 426 2 54.49
"C0101892808" 686 2 148.99
"C0101894319" 583 1 449
"C0101894473" 506 4 221.93
"C0101894497" 483 3 198.98
"C0101894760" 526 5 344.48
"C0101895408" 388 3 607
"C0101895641" 440 5 347.96
"C0101895752" 391 3 312.99
"C0101895814" 450 4 372.98
"C0101895852" 393 1 39.95
"C0101896963" 455 3 907.99
"C0101897638" 410 4 366.95
"C0101898335" 402 3 175.48
"C0101898371" 399 27 602.21
"C0101898538" 555 4 441.99
"C0101898808" 532 3 183.98
"C0101898831" 388 5 361.94
"C0101899073" 490 5 374.98
"C0101899274" 413 24 1384.82
"C0101899367" 600 2 178
"C0101900732" 405 5 274.91
"C0101900742" 599 2 58.99
"C0101900759" 431 1 199
"C0101900794" 556 3 432
"C0101901207" 589 12 426.42
"C0101901434" 419 27 1752.29
"C0101901749" 434 5 606.98
"C0101901927" 466 6 1018.97
"C0101902004" 404 2 328
"C0101902253" 572 1 94
"C0101902422" 471 2 238
"C0101902439" 403 3 279.99
"C0101902723" 452 4 201.43
"C0101902777" 422 6 705.97
"C0101903024" 419 4 228.89
"C0101903057" 394 13 613.89
"C0101903354" 462 4 213.93
"C0101903673" 430 3 209.97
"C0101903739" 407 18 681.25
"C0101903764" 407 16 838.32
"C0101904507" 397 23 292.78
"C0101904519" 396 4 486.99
"C0101904722" 406 23 927.26
"C0101904934" 535 4 254.48
"C0101905373" 402 3 243.49
"C0101905388" 464 1 99
"C0101905424" 402 4 123.97
"C0101906118" 424 24 2079.76
"C0101906636" 634 1 349
"C0101906887" 403 3 217
"C0101907158" 401 3 253.98
"C0101907431" 404 8 1853.9
"C0101907468" 469 3 308.94
"C0101907573" 629 1 159
"C0101907671" 689 2 208.99
"C0101907783" 574 2 1098
"C0101908525" 549 3 1072.99
"C0101908820" 443 3 297
"C0101908928" 389 4 237.43
"C0101909181" 534 4 542.98
"C0101909309" 467 4 246.99
"C0101909628" 597 2 278
"C0101909795" 474 2 468
"C0101909992" 493 2 308
"C0101910040" 399 5 375.95
"C0101910374" 411 4 396.99
"C0101910506" 402 2 288.95
"C0101910727" 488 5 452.93
"C0101910931" 580 2 218
"C0101911497" 399 1 79
"C0101911570" 428 2 628
"C0101911642" 435 3 287.99
"C0101912036" 408 4 133.97
"C0101912194" 511 4 180.47
"C0101912545" 452 2 388
"C0101912563" 452 4 177.98
"C0101912778" 394 2 188
"C0101912957" 411 24 701.8
"C0101913116" 406 2 398.99
"C0101913433" 530 3 340.49
"C0101913522" 433 3 327.99
"C0101913984" 400 2 303
"C0101914056" 598 3 497.99
"C0101914339" 401 3 452
"C0101914475" 418 29 493.72
"C0101914952" 389 3 537.95
"C0101915823" 404 3 367
"C0101916311" 448 1 49
"C0101916564" 389 2 138.99
"C0101916836" 503 2 98.95
"C0101916872" 581 20 378.78
"C0101917491" 508 5 271.97
"C0101917581" 590 1 89
"C0101917776" 619 1 189
"C0101917847" 443 4 422.94
"C0101917857" 443 2 868.99
"C0101917924" 407 5 302.42
"C0101918141" 464 3 248.99
"C0101918156" 461 3 518.98
"C0101918224" 481 3 263.98
"C0101918509" 614 2 348
"C0101918557" 562 2 748
"C0101918572" 496 4 442.99
"C0101918927" 687 3 211.48
"C0101919129" 507 2 658.99
"C0101919216" 417 30 1022.24
"C0101919398" 407 3 247.99
"C0101919596" 511 2 59.94
"C0101919738" 518 3 422.99
"C0101920041" 534 4 396
"C0101920590" 405 4 322.98
"C0101920848" 429 4 383.98
"C0101920868" 423 5 747.97
"C0101920942" 413 4 166.48
"C0101920984" 666 1 119
"C0101921087" 558 6 694
"C0101921112" 455 4 321.97
"C0101921283" 404 29 814.74
"C0101921515" 411 29 1143.24
"C0101921594" 447 3 193.9
"C0101921799" 405 15 496.86
"C0101921878" 405 21 360.77
"C0101922090" 613 2 253.99
"C0101922460" 446 2 378
"C0101922901" 472 4 1097.98
"C0101922975" 396 4 341.99
"C0101923067" 405 4 356.95
"C0101923201" 437 3 273.49
"C0101923469" 410 5 965.99
"C0101923527" 478 2 228.99
"C0101923844" 420 28 1495.27
"C0101923854" 503 3 657
"C0101923971" 403 28 1527.74
"C0101924215" 391 2 518
"C0101924426" 636 2 148.99
"C0101925007" 533 2 132.49
"C0101925192" 401 3 233.98
"C0101925310" 397 19 937.85
"C0101925459" 410 6 705.97
"C0101925653" 618 1 199
"C0101926105" 447 4 154.92
"C0101926255" 389 2 438
"C0101926263" 412 17 1705.82
"C0101926702" 473 3 367.99
"C0101927363" 454 4 277.43
"C0101927421" 648 1 89
"C0101928514" 439 1 94
"C0101928875" 416 3 417.99
"C0101929124" 429 1 79.99
"C0101929169" 419 28 1102.78
"C0101929472" 441 5 755.99
"C0101929498" 390 3 49.97
"C0101929774" 441 1 559
"C0101929794" 459 8 1075.96
"C0101929879" 396 1 299
"C0101930387" 534 3 207.99
"C0101930584" 424 5 435.98
"C0101931016" 395 2 419.99
"C0101931124" 461 1 24.95
"C0101931347" 535 4 282.98
"C0101931499" 418 2 213
"C0101931629" 392 24 745.29
"C0101931833" 439 3 179.99
"C0101932012" 521 5 428.93
"C0101932165" 438 2 158.99
"C0101932388" 396 4 430.98
"C0101932732" 392 6 380.98
"C0101933549" 425 5 393.92
"C0101933668" 448 3 787
"C0101933880" 430 2 648
"C0101934237" 447 2 848
"C0101934354" 404 1 149.99
"C0101934405" 484 3 500.99
"C0101934498" 573 12 586.87
"C0101934560" 388 1 499
"C0101934785" 419 10 611.93
"C0101934916" 475 2 448.99
"C0101935401" 577 1 199
"C0101935982" 463 1 399
"C0101936292" 611 14 549.38
"C0101936360" 448 2 418
"C0101936791" 434 4 422.98
"C0101936836" 517 3 597
"C0101937276" 443 4 576
"C0101937779" 414 5 301.92
"C0101938077" 485 5 305.94
"C0101938096" 480 4 302.98
"C0101938356" 408 1 69
"C0101938406" 490 4 521.99
"C0101938677" 412 4 138.94
"C0101938769" 490 4 436.99
"C0101939221" 475 3 677.99
"C0101939239" 586 2 363
"C0101939254" 505 2 748
"C0101939589" 583 27 553.25
"C0101940065" 510 3 203.98
"C0102023682" 581 27 427.74
"C0102023958" 391 2 1488
"C0102024002" 518 2 318.99
"C0102024267" 411 22 176.78
"C0102024462" 528 3 247
"C0102024758" 427 1 59
"C0102025336" 425 4 129.92
"C0102025678" 460 1 149.99
"C0102025682" 476 2 398
"C0102025893" 436 3 1157
"C0102026323" 502 5 46.45
"C0102027289" 461 2 328
"C0102027330" 462 5 355.99
"C0102027677" 425 4 306.95
"C0102027697" 414 3 277.99
"C0102027883" 416 2 188
"C0102028573" 642 1 339
"C0102028585" 668 1 94
"C0102028618" 417 4 162.97
"C0102028771" 481 3 230.98
"C0102028891" 511 2 428
"C0102029152" 390 22 406.31
"C0102029774" 407 1 89
"C0102029822" 561 4 213.89
"C0102030050" 451 2 398.99
"C0102030156" 429 3 238.98
"C0102030451" 408 23 1079.28
"C0102030495" 407 20 615.31
"C0102030795" 394 2 348.99
"C0102031628" 410 2 148.99
"C0102032019" 530 4 454.98
"C0102032102" 482 14 549.85
"C0102032225" 625 1 29.99
"C0102032455" 510 20 974.26
"C0102032672" 472 2 548
"C0102032776" 405 8 1043.96
"C0102033042" 538 4 235.47
"C0102034146" 400 4 219.96
"C0102034241" 446 4 433.93
"C0102035154" 438 5 381.98
"C0102035271" 521 4 337.99
"C0102035274" 548 2 398
"C0102035344" 388 15 1882.88
"C0102035448" 388 4 240.97
"C0102035801" 513 3 212.99
"C0102035847" 627 1 119.99
"C0102036037" 623 8 289.39
"C0102036405" 633 1 169.99
"C0102036506" 436 3 332.99
"C0102036698" 468 3 337
"C0102037380" 395 2 408.99
"C0102037771" 390 5 226.43
"C0102037817" 420 4 287.94
"C0102038274" 640 1 119
"C0102038462" 563 3 54.93
"C0102038932" 492 4 144.98
"C0102039231" 397 5 494.46
"C0102039665" 580 2 66.49
"C0102039859" 391 5 445.98
"C0102039986" 749 1 149
"C0102040180" 678 1 229
"C0102040348" 463 3 447
"C0102040595" 394 3 243.98
"C0102041358" 468 4 176.97
"C0102041701" 467 1 99
"C0102041749" 621 1 199
"C0102041950" 572 2 90.99
"C0102042159" 413 5 451.94
"C0102042572" 527 3 179.97
"C0102042978" 596 2 338
"C0102043338" 389 3 288.94
"C0102043409" 417 19 343.78
"C0102043512" 389 3 793.98
"C0102043663" 537 3 333.98
"C0102043765" 470 3 492.99
"C0102044071" 566 5 260.98
"C0102044114" 600 1 69.99
"C0102044442" 407 25 656.18
"C0102044498" 407 4 1287.94
"C0102044693" 443 1 99
"C0102044724" 571 2 348
"C0102045309" 394 28 690.27
"C0102045423" 394 2 488
"C0102045586" 568 2 368
"C0102045979" 441 1 129
"C0102046063" 460 3 257.99
"C0102046219" 460 7 1277.99
"C0102046305" 466 3 387
"C0102046557" 580 20 248.31
"C0102046947" 443 2 228
"C0102047128" 545 2 328
"C0102047138" 402 21 925.82
"C0102047252" 399 2 10.98
"C0102047351" 586 2 73.99
"C0102047431" 698 1 249
"C0102048039" 388 2 298
"C0102048365" 473 2 1328
"C0102048375" 615 1 199
"C0102048423" 717 3 76.48
"C0102048512" 403 3 182.99
"C0102048531" 396 26 1202.74
"C0102048800" 483 2 358.99
"C0102049389" 441 1 179
"C0102049522" 418 1 124
"C0102049660" 481 3 773.99
"C0102050125" 411 7 253.95
"C0102050324" 423 3 347.95
"C0102050850" 392 2 328
"C0102051589" 458 4 172.42
"C0102051996" 429 4 322.94
"C0102052364" 398 1 599
"C0102052382" 645 2 66.99
"C0102052706" 388 4 113.97
"C0102053639" 412 3 262.99
"C0102053664" 398 3 317
"C0102053681" 452 3 407.99
"C0102053773" 420 3 1437.99
"C0102053820" 424 2 1228
"C0102053946" 517 4 173.89
"C0102054185" 661 1 119
"C0102055148" 416 2 553
"C0102055266" 397 2 458
"C0102055435" 413 4 201.47
"C0102056148" 417 8 1242.46
"C0102056152" 417 5 329.99
"C0102056309" 421 2 998
"C0102056450" 480 3 198.98
"C0102057079" 390 25 606.73
"C0102057242" 423 6 205.91
"C0102057646" 398 3 557.99
"C0102057744" 404 3 412.99
"C0102058006" 392 5 257.97
"C0102058153" 442 3 297.99
"C0102058495" 429 4 351.99
"C0102059073" 443 3 417
"C0102060029" 393 8 981.92
"C0102060408" 479 2 34.94
"C0102060708" 390 2 473
"C0102060792" 449 4 606
"C0102060918" 629 3 272.99
"C0102061538" 397 4 139.97
"C0102061747" 574 4 546
"C0102062521" 421 3 737
"C0102062650" 429 1 69
"C0102063258" 418 3 567
"C0102063593" 450 3 272
"C0102064203" 541 4 243.97
"C0102064364" 579 1 69
"C0102064670" 575 27 545.21
"C0102064750" 398 26 958.78
"C0102064870" 442 4 134.89
"C0102064919" 410 1 559
"C0102065044" 655 3 255.98
"C0102065276" 460 3 212.99
"C0102065783" 425 3 217.99
"C0102066072" 405 2 208.99
"C0102066158" 750 1 149
"C0102066561" 607 2 118.99
"C0102066591" 638 1 119.99
"C0102066688" 391 4 329.94
"C0102067471" 435 19 1421.85
"C0102068400" 400 2 498
"C0102068614" 396 1 199
"C0102068744" 426 6 365.96
"C0102069125" 456 4 297.43
"C0102069148" 442 3 228.98
"C0102069723" 530 4 288.93
"C0102069970" 446 7 1431.96
"C0102070047" 397 3 467
"C0102070677" 494 4 666.99
"C0102070862" 413 29 1539.74
"C0102071070" 407 27 2079.81
"C0102071365" 495 3 118.93
"C0102071424" 404 15 465.38
"C0102071503" 392 3 492.99
"C0102071618" 431 1 179
"C0102072174" 578 1 179
"C0102072886" 577 20 493.28
"C0102073156" 553 3 367.99
"C0102073481" 516 13 485.35
"C0102073551" 395 2 158.99
"C0102073858" 486 3 218.94
"C0102073990" 431 3 297.99
"C0102074460" 626 3 245.98
"C0102074528" 391 25 1031.71
"C0102075157" 478 4 371.98
"C0102075587" 390 3 227.99
"C0102075662" 485 2 158.99
"C0102076013" 603 2 9.98
"C0102076215" 584 13 490.88
"C0102076504" 424 4 251.99
"C0102076542" 701 1 94
"C0102077286" 587 26 262.71
"C0102077399" 393 17 716.87
"C0102078154" 396 5 106.95
"C0102078682" 420 5 335.96
"C0102078708" 436 4 310.98
"C0102078964" 390 19 1067.35
"C0102079068" 578 7 476.45
"C0102079149" 397 2 318
"C0102080026" 423 3 510.49
"C0102080195" 390 1 124
"C0102080319" 401 1 279
"C0102080818" 520 3 307.99
"C0102080971" 402 3 412.95
"C0102081268" 590 10 327.42
"C0102081391" 419 4 707.98
"C0102081584" 388 3 322.95
"C0102081898" 634 1 124
"C0102082080" 419 4 217.42
"C0102082165" 425 5 1431.49
"C0102082195" 404 3 887
"C0102082224" 425 4 111.97
"C0102082269" 416 3 218.98
"C0102082863" 493 3 237.99
"C0102082946" 396 2 528
"C0102083171" 705 1 14.99
"C0102084044" 469 4 583.98
"C0102084297" 612 1 69
"C0102084681" 464 2 428
"C0102084784" 422 3 180.99
"C0102085004" 457 6 212.92
"C0102085221" 395 29 990.76
"C0102085480" 544 2 418
"C0102085505" 529 2 268
"C0102085654" 388 22 763.31
"C0102085895" 439 1 99
"C0102086348" 592 1 249
"C0102086685" 415 4 271.43
"C0102087200" 704 2 283.95
"C0102087739" 422 5 158.97
"C0102087996" 415 1 239
"C0102088133" 588 2 224.49
"C0102088300" 614 2 418
"C0102088503" 388 2 258.99
"C0102088553" 415 2 398.99
"C0102088713" 396 1 189
"C0102088729" 502 4 293.99
"C0102088962" 484 2 618
"C0102089113" 399 3 436.98
"C0102089385" 407 5 376.98
"C0102089419" 407 10 559.94
"C0102089557" 389 2 198.99
"C0102089614" 467 2 428
"C0102089759" 568 3 298.94
"C0102090046" 494 3 112.98
"C0102090688" 528 2 323
"C0102090697" 454 20 690.77
"C0102090734" 462 3 182.99
"C0102091254" 515 3 187.99
"C0102091387" 395 2 218.99
"C0102091478" 427 5 547.97
"C0102091610" 438 5 344.98
"C0102091657" 460 2 358
"C0102091749" 514 4 596.95
"C0102091887" 413 11 722.42
"C0102092144" 391 4 392.94
"C0102092678" 432 4 463.48
"C0102092890" 476 4 204.93
"C0102092977" 733 1 149.99
"C0102092979" 404 16 1145.81
"C0102093121" 407 21 1010.85
"C0102094557" 429 2 338
"C0102094800" 393 30 1258.66
"C0102094941" 393 4 196.99
"C0102095081" 389 27 838.26
"C0102095109" 576 1 149
"C0102095483" 587 2 121.99
"C0102096308" 526 8 413.98
"C0102096386" 392 23 263.77
"C0102096554" 496 3 577.99
"C0102097268" 392 19 772.35
"C0102097583" 469 4 287.98
"C0102098075" 475 5 346.98
"C0102098147" 420 8 1029.96
"C0102099324" 699 3 207.99
"C0102099372" 429 3 413.98
"C0102099396" 476 2 578
"C0102099491" 402 22 1405.31
"C0102099674" 411 1 59
"C0102099838" 620 1 99.99
"C0102099935" 427 2 628
"C0102100068" 407 4 241.97
"C0102100249" 495 2 113.95
"C0102100291" 430 3 312.99
"C0102100699" 596 3 64.93
"C0102100883" 485 28 1080.62
"C0102101096" 456 2 438
"C0102101207" 455 4 966
"C0102101291" 488 6 452.97
"C0102101332" 586 1 199
"C0102182367" 679 2 208
"C0102182551" 702 1 16.99
"C0102184045" 460 3 322.95
"C0102184162" 394 5 273.96
"C0102184261" 444 2 208
"C0102184383" 583 22 667.31
"C0102185054" 523 10 866.96
"C0102185561" 431 4 366.99
"C0102186535" 447 2 178
"C0102186885" 420 3 417
"C0102187713" 395 26 857.1
"C0102187873" 439 3 147.99
"C0102188462" 475 5 269.98
"C0102188495" 438 5 283.98
"C0102188595" 431 4 397.98
"C0102188970" 546 3 347
"C0102189183" 436 4 206.98
"C0102189926" 401 3 387
"C0102190118" 557 5 292.97
"C0102190438" 453 5 263.98
"C0102190622" 411 2 178.99
"C0102190977" 388 4 955.98
"C0102192088" 400 3 247.99
"C0102192205" 426 4 327.94
"C0102196724" 406 2 1298
"C0102196757" 604 4 1044.97
"C0102197071" 491 2 398
"C0102197501" 460 4 265.98
"C0102197652" 546 2 448.99
"C0102198627" 418 3 372.94
"C0102198799" 388 1 64
"C0102198954" 406 1 69
"C0102199553" 399 3 124.98
"C0102199957" 447 4 361.48
"C0102201679" 395 1 69
"C0102200340" 396 2 193
"C0102200345" 696 1 299
"C0102200455" 597 2 88.99
"C0102201214" 489 5 465.97
"C0102201734" 630 2 88.95
"C0102201807" 447 4 210.48
"C0102202101" 407 5 176.97
"C0102203804" 422 4 260.97
"C0102203909" 389 4 342.98
"C0102204246" 724 1 199
"C0102204584" 403 21 726.81
"C0102204701" 394 2 308.99
"C0102205009" 513 3 438.94
"C0102205085" 637 5 561.98
